score,budget_x,revenue,country,top_genre,top_lang,year
high,0.028260867452741013,0.021360877750573135,AU,TV Movie, English,0.9916666666666689
low,0.22608695483931945,0.18071436522736095,AU,Action, English,0.9916666666666689
high,0.08356521539905482,0.006156569723470551,JP,Action, Japanese,0.7249999999999996
low,0.10326086761578449,0.03873313150943993,AU,Action, English,0.8750000000000018
high,0.006036954360949901,0.011953829040676609,AU,Adventure, English,0.30833333333333535
low,0.22826086788752362,0.13755031402736523,AU,Adventure, English,0.9416666666666682
low,0.11956521547731569,0.0003925784568602179,US,Drama, English,0.7833333333333332
low,0.00434782392249527,0.003163792774561255,US,Drama, English,0.7833333333333332
high,0.1117391285037807,0.15094622656156198,other,Comedy, Turkish,1.0000000000000018
high,0.24826086793100188,0.08244047604531633,US,Comedy, English,0.9916666666666689
low,0.09130434585066162,0.024284247242578282,AU,Drama, English,0.5000000000000018
low,0.05434782403119092,0.04101773568667263,AU,Horror, English,0.8416666666666668
high,0.38043478126181474,0.10345397735278329,AU,Adventure, English,0.8833333333333346
low,0.20217391130907372,0.16109218772735806,AU,Thriller, English,0.9000000000000004
high,0.3326086942013232,0.2394694472610428,other,Animation, English,0.9916666666666689
high,0.16304347644139885,0.07024399483862473,AU,Action, English,0.9749999999999996
low,0.06739130232041587,0.10277152125690492,AU,Drama, English,0.6833333333333353
high,0.2771739114721172,0.12181391009658234,AU,Family, English,0.8083333333333353
low,0.32608695505671076,0.10935226666321479,AU,Action, English,0.8916666666666675
high,0.12304347635444234,0.1997195421862841,IT,Drama, Italian,0.6416666666666675
low,0.006521736970699428,0.025306830899557754,US,Drama, English,0.9333333333333353
high,0.1869565199716446,0.0004242087230968413,FR,Animation, French,1.0000000000000018
high,0.006521736970699428,0.022664290530829176,US,Horror, English,0.9000000000000004
low,0.26030434621805293,0.24878188563818354,AU,Family, English,0.9000000000000004
high,0.195521737381569,0.23155715006211777,AU,Horror, Japanese,0.9333333333333353
high,0.2534782592466919,0.19077304867175454,US,Comedy, English,1.0000000000000018
high,0.13260869376654064,0.10622345722798056,AU,Science Fiction, English,0.9333333333333353
low,0.008695650018903588,0.029072690360833153,AU,Adventure, English,0.4833333333333325
high,0.08004347626096407,0.005130474769558792,JP,Action, Japanese,0.7249999999999996
high,0.06152499795983695,0.00634637232163368,JP,Action, Japanese,0.7416666666666689
high,0.25739130273345934,0.10320156462953502,US,Thriller, English,0.9916666666666689
high,0.02326086744187145,0.06315207594677646,AU,Horror, English,0.6333333333333346
high,0.3443478246616257,0.12084346916484415,other,Thriller, English,0.9916666666666689
low,0.12086956330623817,0.141868171735266,AU,Documentary, Russian,0.9916666666666689
low,0.09969565021672967,5.8145380721666304e-05,other,Drama, English,1.0000000000000018
low,0.026086954404536854,0.08028274590969428,AU,Comedy, English,0.7999999999999989
high,7.608478277409736e-05,0.0,US,Horror, English,0.9000000000000004
low,0.12869565027977314,0.2120109483264444,US,Mystery, English,0.9916666666666689
low,0.0019608704390453703,0.004957161859336675,IT,Drama, Italian,0.8083333333333353
low,0.058239128387476365,0.009542683071379354,other,Action, Chinese,0.9749999999999996
low,0.008086954365406422,0.03424786456283755,KR,Action, Korean,0.9916666666666689
low,0.13043478071833647,0.032677211439998584,AU,Action, English,0.8666666666666689
low,0.11739130242911153,0.04677832202819423,AU,Crime, English,0.7333333333333325
high,0.09782608499527409,0.053083312282368296,AU,Comedy, English,0.8333333333333339
high,0.14778260684300568,0.35799061967661727,US,Drama, English,0.9916666666666689
low,0.14130434595935726,0.1804923485149324,AU,Animation, English,0.9583333333333339
low,0.4891304336720227,0.14274392989194462,AU,Adventure, English,0.8750000000000018
high,0.021739128308128536,0.020159015467309506,AU,Horror, English,0.8250000000000011
high,0.0817282588733223,0.0011272077187968283,US,Drama, English,0.9583333333333339
high,0.09476086759730623,0.018688456539098026,AU,Comedy, English,0.8333333333333339
high,0.2934782593336484,0.08404559070399509,AU,Animation, English,0.9000000000000004
high,0.014130432639413984,0.08785340410965108,US,Horror, English,0.9249999999999989
high,0.14541304162046312,0.153425927781701,US,Action, English,0.9916666666666689
high,0.20652173740548202,0.11573187392678036,US,Horror, English,0.9916666666666689
high,0.12479269331476671,1.0069069782736084e-05,AU,Action, English,0.9916666666666689
high,0.32608695505671076,0.20510980538643253,AU,Family, English,0.8750000000000018
low,0.11521738938090736,0.04486079648009044,AU,Drama, English,0.8916666666666675
low,0.19565217216446124,0.25171555356639674,US,Animation, English,0.9916666666666689
high,0.30391304196502833,0.2915442357815218,GB,Horror, English,0.9916666666666689
high,0.10869565023629489,0.19017528508524545,AU,Comedy, English,0.9083333333333332
high,0.0869565197542533,0.06112468846414725,AU,Comedy, English,0.8583333333333325
high,0.028260867452741013,0.03509244742378213,AU,Drama, English,0.5999999999999996
low,0.4456521727079395,0.12321354670970604,AU,Action, English,0.9749999999999996
low,0.38043478126181474,0.38635077670425133,AU,Action, English,0.9666666666666668
low,0.09782608499527409,0.01083618213262868,AU,Animation, English,0.30833333333333535
low,0.028695650062381846,0.010384209195456233,AU,Animation, English,0.30833333333333535
low,0.004976621749949178,0.02883326820492041,AU,Animation, English,0.30833333333333535
high,0.11782609373440454,1.151723179435688e-05,other,Drama, English,0.9500000000000011
high,0.11490651981501417,0.08379724945711761,US,Crime, English,0.9916666666666689
high,9.830869586588847e-05,0.019713062218793678,US,Animation, English,0.9833333333333325
low,0.05434782403119092,0.0776212050670788,AU,Action, English,0.8750000000000018
high,0.19478260694517957,0.17122965570000162,AU,Horror, English,0.9833333333333325
high,0.23934782443336483,0.33249384409894844,JP,Animation, Japanese,0.9833333333333325
high,0.3426086942230624,0.09506701888912822,US,Romance, English,1.0000000000000018
low,0.017391302211720222,0.01172152216920594,AU,Thriller, English,0.8083333333333353
high,0.260869563610586,0.0785118568552008,AU,Thriller, English,0.8666666666666689
high,0.1293478241942344,0.1521382558452886,AU,Animation, English,0.9916666666666689
high,0.27652173755765597,0.16316366042199348,other,Romance, German,0.6666666666666661
low,0.15869565034499053,0.16450448209323493,ES,Comedy, Spanish,0.9916666666666689
high,0.028260867452741013,0.0468770101307032,AU,Horror, English,0.9583333333333339
low,0.13260869376654064,0.0909388747143486,AU,Science Fiction, English,0.9583333333333339
low,0.05232608489636105,0.003625535503821546,JP,Fantasy, Japanese,0.8750000000000018
high,0.16739130253780718,0.06511467955636385,AU,Action, English,0.9583333333333339
high,0.13521738942438563,0.20728382594235556,KR,Drama, Korean,1.0000000000000018
low,0.0023913021791115265,0.006879257292333536,AU,Action, Thai,0.8499999999999996
high,0.2891304332372401,0.08410301453474517,US,Action, English,1.0000000000000018
low,0.0499999979347826,0.008159454742663653,AU,Action, English,0.9833333333333325
high,0.16434782427032135,0.1555940099840941,US,Animation, English,0.9916666666666689
low,0.31521738981569,0.2554707157141523,AU,Animation, English,0.9083333333333332
low,0.24130434617674856,0.19774119096062637,JP,Animation, Japanese,0.9833333333333325
high,0.10869565023629489,0.03125447127289261,AU,Action, English,0.9666666666666668
high,0.21141321567698523,0.15816898172648225,FR,Comedy, French,0.9916666666666689
high,0.1760869547306238,0.11611123532294557,other,Drama, Portuguese,0.9583333333333339
low,0.0026086934839319423,0.035530257172305735,AU,Horror, English,0.8416666666666668
low,0.11869565025803402,0.07718686591372098,other,Action, Chinese,0.9833333333333325
low,0.09782608499527409,0.12922209026496703,AU,Action, English,0.9083333333333332
low,0.21086956350189034,0.08158181598248004,AU,Science Fiction, English,0.9500000000000011
high,0.03913043269376181,0.04943351920977298,AU,Crime, English,0.8499999999999996
low,0.06521738927221171,0.032204488126604834,AU,Action, English,0.9333333333333353
low,0.17395053950858813,5.01076369160242e-07,AU,Family, English,0.8416666666666668
high,0.3301304333263705,0.16606515637424077,other,Thriller, Spanish,1.0000000000000018
high,0.0499999979347826,0.005866117471278216,JP,Action, Japanese,0.9249999999999989
low,0.31608695503497164,0.23848041075248652,US,Animation, English,0.9833333333333325
high,0.20782608523440452,0.10451131717166698,ES,Drama, Spanish,0.9000000000000004
low,0.1734782590727788,0.11235511671788032,other,Thriller, Tagalog,0.9916666666666689
low,0.08698075714561035,0.00343890798547747,AU,Animation, English,0.9749999999999996
low,0.20413043305245746,0.11915887565366329,US,Thriller, English,0.9666666666666668
low,0.13043478071833647,0.060150980104044155,AU,Comedy, English,0.9500000000000011
high,0.019923041347658783,0.00034727807480327026,AU,Adventure, Japanese,0.9500000000000011
low,0.09782608499527409,0.05163883189944214,AU,Family, English,0.9833333333333325
low,0.17391304168241964,0.23187125277690282,AU,Science Fiction, English,0.9083333333333332
high,0.010869563067107745,0.08629369805184374,AU,Mystery, English,0.9500000000000011
low,0.16456521557514178,0.26851823754458415,US,Documentary, English,1.0000000000000018
high,0.16304347644139885,0.12714723015726342,AU,Animation, English,0.8416666666666668
high,0.5585652164316635,0.05994788711359998,JP,Animation, Japanese,1.0000000000000018
low,0.003982606530396971,0.007197012905154508,KR,Horror, Korean,0.9583333333333339
high,0.12434782418336483,0.13100315599240073,AU,Thriller, Spanish,0.9749999999999996
low,0.38043478126181474,0.25506838696100836,AU,Action, English,0.9416666666666682
high,0.39565217259924385,0.3579660553054523,AU,Animation, English,0.7500000000000018
high,0.060869563175803394,0.17240112874467223,AU,Animation, English,0.7500000000000018
low,0.3295652159338374,0.2275175643804621,JP,Drama, Japanese,0.6833333333333353
low,0.4347826074669187,0.3507504177507893,AU,Animation, English,0.40000000000000036
low,0.006521736970699428,0.0,AU,Animation, English,0.40000000000000036
high,0.07608695451323251,0.028109119818874706,AU,Action, English,0.9333333333333353
high,0.010869563067107745,0.008040331959147523,US,Drama, English,0.9416666666666682
low,0.3326086942013232,0.14130215648431954,US,Action, English,0.9833333333333325
high,0.250434780979206,0.12806771394601218,JP,Animation, Japanese,0.8416666666666668
high,0.16304347644139885,0.006465355214204426,AU,Action, English,0.9916666666666689
low,0.2730434766805293,0.23120159187988076,FR,Comedy, Korean,0.9916666666666689
low,0.29999999847826087,0.05339337751872869,US,Action, English,0.9916666666666689
low,0.2578260853431002,0.1426225508624375,US,Thriller, English,0.9333333333333353
low,0.25803912882182417,0.1976193371227809,GB,Action, English,0.9583333333333339
high,0.03260869354914933,0.009405870410857785,AU,Comedy, English,0.8583333333333325
low,0.28217391148298676,0.09746633206822962,US,Animation, English,0.9916666666666689
low,0.2830434767022684,0.1335215648661115,US,Horror, English,0.9166666666666661
low,0.03695651964555765,0.010188780860692456,US,Drama, English,0.9249999999999989
low,0.12565217201228732,0.17761267267709904,US,Horror, English,0.9833333333333325
high,0.07608695451323251,0.011190271083704365,other,Drama, English,0.8333333333333339
high,0.060869563175803394,0.04328397105407204,AU,Drama, English,0.8499999999999996
high,0.13043478071833647,0.09033678442745051,AU,Comedy, English,0.7916666666666661
low,0.16304347644139885,0.0002708422094964756,AU,Science Fiction, English,0.9833333333333325
low,0.2347826070321361,0.22355500217449017,AU,Drama, English,0.9333333333333353
high,0.11956521547731569,0.23252513452253631,AU,Comedy, English,0.7583333333333346
low,0.0016304326122400707,0.00034597698640171016,AU,Horror, English,0.9083333333333332
high,0.08043478060964082,0.09234653436391693,AU,Comedy, English,0.9166666666666661
low,0.06521738927221171,0.028821017315234006,AU,Action, English,0.9333333333333353
high,0.06656521536209829,0.0029072690360833152,JP,Adventure, Japanese,0.8916666666666675
low,0.16695651992816635,0.2936812461185522,KR,Romance, Korean,0.9666666666666668
high,0.32608695505671076,0.11219152202137303,AU,Animation, English,0.8833333333333346
high,0.09999999804347826,0.038755793500560375,AU,Drama, English,0.9166666666666661
high,0.006913041319376177,0.003298595657099761,AU,Drama, English,0.3750000000000018
high,0.4347826074669187,0.12500976115578866,AU,Action, English,0.8833333333333346
high,0.22739130266824195,0.3440602866548253,IT,Family, Italian,0.9916666666666689
high,0.0869565197542533,0.02955495498917168,AU,Comedy, English,0.9249999999999989
low,0.260869563610586,0.04875030209347046,AU,Action, English,0.9500000000000011
low,0.3304347811531191,0.16745605154763943,AU,Drama, English,0.9500000000000011
high,0.03378478050822778,0.013044748569396697,US,Action, English,0.9666666666666668
high,0.04347825879017012,0.10026810479337843,other,Animation, English,0.9916666666666689
high,0.12630434592674858,0.0023304846449702533,AU,Animation, French,0.9916666666666689
high,0.04347825879017012,0.1256801849202058,AU,Adventure, English,0.6500000000000004
low,0.2708695636323251,0.17149848402713522,other,Horror, English,0.9916666666666689
high,0.4347826074669187,0.45582518151570145,AU,Adventure, English,0.9500000000000011
low,0.20413043305245746,0.11915887565366329,US,Thriller, English,0.9916666666666689
high,0.17826086777882796,0.09175620654550719,AU,Thriller, English,0.8916666666666675
high,0.25739130273345934,0.10320156462953502,AU,Thriller, English,0.9916666666666689
high,0.013913041334593569,0.026684978006061684,AU,Action, English,0.6749999999999989
high,0.18478260692344045,0.13168229349197916,AU,Animation, English,0.8583333333333325
low,0.1913043460680529,0.054549794535327885,AU,Science Fiction, English,0.9583333333333339
high,0.21739130264650283,0.08324660955499225,AU,Action, English,0.9249999999999989
high,0.15217391120037807,0.0857473349818926,AU,Action, English,0.9249999999999989
high,0.23173912876465028,0.12695640707346548,AU,Animation, English,0.9500000000000011
high,0.07608695451323251,0.08390036406485145,AU,Action, English,0.7916666666666661
high,0.04347825879017012,0.02694163753110519,AU,Horror, English,0.8833333333333346
low,0.0021739108742911107,0.05367714920870776,US,Adventure, English,0.5000000000000018
low,0.11956521547731569,0.09655553516309646,AU,Fantasy, English,0.7666666666666675
high,0.21739130264650283,0.010288313097316851,AU,Action, English,0.9833333333333325
high,0.0002173891309073677,0.0035034845873386043,US,Drama, English,0.8583333333333325
high,0.1143478328572779,0.0016878321404807338,other,Drama, English,0.9166666666666661
low,0.027173910928638936,0.015077919123186156,AU,War, English,0.8750000000000018
high,0.2104347808922495,0.08962051891327874,US,Crime, English,0.9916666666666689
low,0.3295652159338374,0.2275175643804621,ES,Drama, Spanish,0.9333333333333353
high,0.4413043466115312,0.22833456334641763,JP,Animation, Japanese,0.9916666666666689
high,0.20739130262476368,0.09916486076976058,US,Action, English,0.9833333333333325
high,0.26791304188676746,0.22152274997568447,other,Fantasy, Spanish,1.0000000000000018
low,0.31521738981569,0.10498376624408272,AU,Family, English,0.9083333333333332
high,0.3478260855387523,0.1501176315597196,AU,Action, English,0.9416666666666682
low,0.05434782403119092,0.003336615211395402,AU,Comedy, English,0.7750000000000004
high,0.3043478245746692,0.12674659240860353,AU,Action, English,0.9000000000000004
high,0.13043478071833647,0.0341429531944331,AU,Fantasy, English,0.9666666666666668
high,0.10869565023629489,0.018454823952946904,AU,Fantasy, English,0.9666666666666668
high,0.2989130419541588,0.09083466553692428,AU,Science Fiction, English,0.8750000000000018
high,0.32608695505671076,0.15383305776994696,AU,Action, English,0.9666666666666668
low,0.31521738981569,0.2376139645443273,AU,Action, English,0.9000000000000004
high,0.31899999851956523,0.10299378683156293,US,Horror, English,0.9916666666666689
high,0.0869565197542533,0.10702127478530567,AU,Comedy, English,0.9666666666666668
low,0.11656521547079395,0.006943242521469565,AU,Animation, English,0.9249999999999989
high,0.26739130275519846,0.11815326162343794,AU,Family, English,0.8083333333333353
high,0.2182608678657845,0.11710911054502851,US,Animation, Japanese,0.9833333333333325
low,0.00858173697517769,0.00016678318396707372,AU,Science Fiction, English,0.9666666666666668
high,0.15217391120037807,0.07301143620518023,AU,Science Fiction, English,0.9000000000000004
high,0.006521736970699428,0.0024767568748719337,US,Drama, English,0.9500000000000011
low,0.2539130418563327,0.24887992073386384,US,Animation, English,0.8583333333333325
low,0.2595652157816635,0.11114846708599971,US,Crime, English,0.9916666666666689
low,0.21739130264650283,0.03258039083030573,AU,Animation, English,0.4166666666666661
low,0.008695650018903588,0.02989356632396256,AU,Animation, English,0.4166666666666661
low,0.058365215344272206,0.0011944665328674875,FR,Drama, French,0.9916666666666689
low,0.016571736992547253,0.0071953198484805535,US,Drama, English,0.40000000000000036
low,0.25217391141776935,0.14426674106393214,other,Action, Chinese,0.9916666666666689
high,0.16826086775708884,0.14762465657003782,KR,Romance, Korean,0.9666666666666668
high,0.01956521525992438,0.03814845952641615,AU,Horror, English,0.9249999999999989
high,0.03799999790869565,0.006669617200426429,JP,Animation, Japanese,0.7583333333333346
high,0.19565217216446124,0.11883063102459811,AU,Action, English,0.8166666666666682
high,0.06521738927221171,0.09799206809857293,AU,Comedy, English,0.8166666666666682
low,0.1728208677670019,0.21542199974930037,JP,Action, Japanese,0.9249999999999989
high,0.0869565197542533,0.04560840994757385,AU,Action, English,0.9666666666666668
high,0.10217391109168242,0.015833963670874206,AU,Comedy, English,0.7500000000000018
low,0.23260869398393194,0.08467861693287765,US,Thriller, English,0.9916666666666689
low,0.2717391288516068,0.1686951025903177,AU,Adventure, English,0.8916666666666675
low,0.03260869354914933,0.015186205317894023,AU,Adventure, English,0.8916666666666675
low,0.214347824379017,0.0978804612553752,GB,Comedy, English,0.9916666666666689
low,0.3478260855387523,0.39120167685422425,AU,Action, English,0.9583333333333339
high,0.03652173703591682,0.002501515862046522,US,Drama, English,0.9416666666666682
low,0.32608695505671076,0.2796764649825981,AU,Action, English,0.9500000000000011
low,0.2373913026899811,0.08895921001874353,AU,Mystery, English,0.9916666666666689
high,0.06521738927221171,0.07820255558073677,AU,Comedy, English,0.7999999999999989
low,0.0032608673983931897,0.03415900405576549,AU,Horror, English,0.9000000000000004
high,0.3913043465028355,0.08776049292173262,AU,Action, English,0.8666666666666689
low,0.2534782592466919,0.16675165357407928,AU,Animation, English,0.9749999999999996
high,0.07391304146502835,0.07763365707137616,AU,Action, English,0.9500000000000011
high,0.4021739117438563,0.1919044028402601,AU,Action, English,0.9500000000000011
low,0.26999999841304345,0.15896591704736598,AU,Family, English,0.9333333333333353
high,0.04347825879017012,0.12278760135510287,AU,Comedy, English,0.7416666666666689
high,0.02608921527410699,0.013044748569396697,other,Drama, Tagalog,1.0000000000000018
high,0.03260869354914933,0.005320252741443028,US,Comedy, English,0.9333333333333353
high,0.11421738937873345,0.00018197930820285557,other,Romance, Russian,0.9833333333333325
low,0.18478260692344045,0.2208962424596378,ES,Drama, Spanish,0.9083333333333332
high,0.015217389163516063,0.03165646893939808,AU,Romance, English,0.9666666666666668
low,0.0236521717905482,0.001984611978222191,US,Action, English,0.8833333333333346
low,0.08043478060964082,0.05218270224271857,AU,Crime, English,0.8916666666666675
low,0.25217391141776935,0.26985214949240593,AU,Animation, English,0.9833333333333325
low,0.32608695505671076,0.16525329007205736,AU,Adventure, English,0.8416666666666668
low,0.008695650018903588,0.0070193431957580816,AU,Comedy, English,0.6333333333333346
low,0.09565217194706993,0.1027463080516974,AU,Action, English,0.6833333333333353
high,0.10869565023629489,0.010717191373329955,AU,Family, English,0.8083333333333353
low,0.013043476115311904,0.019422558388228327,AU,Comedy, English,0.9666666666666668
high,0.06521738927221171,0.03516769712332221,AU,Drama, English,0.8916666666666675
high,0.18478260692344045,0.12932882637223117,AU,Animation, English,0.9083333333333332
high,0.22760434614696595,0.18191493278401172,JP,Drama, Japanese,0.9083333333333332
low,0.36956521602079395,0.09471817943983675,AU,Adventure, English,0.9416666666666682
high,0.009347823933364835,0.0005174726824604493,FR,Drama, French,0.9916666666666689
low,0.302173911526465,0.10494167972823407,US,Family, English,0.8916666666666675
low,0.13043478071833647,0.0,AU,Family, English,0.4416666666666682
low,0.03260869354914933,0.0681855031344386,US,Family, English,0.9666666666666668
low,0.3891304334546314,0.0622437814820169,AU,Science Fiction, English,0.9333333333333353
low,0.013043476115311904,0.017648833207282243,AU,Fantasy, English,0.4666666666666668
low,0.21739130264650283,0.15386005364412106,AU,Drama, English,0.9166666666666661
low,0.23913043312854443,0.1131372470619247,AU,Action, English,0.9249999999999989
high,0.33695652029773154,0.1421778432247894,AU,Adventure, English,0.8916666666666675
high,0.01956521525992438,0.015116664810677517,US,Horror, English,0.7083333333333339
low,0.23695652008034027,0.2367594259628892,JP,Animation, Japanese,0.9833333333333325
high,0.15217391120037807,0.0004242087230968413,US,Action, English,1.0000000000000018
low,0.16043478078355386,0.24636990620615837,AU,Action, English,0.8666666666666689
low,0.03913043269376181,0.04470848568138499,AU,Comedy, English,0.8416666666666668
high,0.22826086788752362,0.15595376995676105,AU,Drama, English,0.9916666666666689
low,0.017900049604130542,0.011542886220394582,AU,Animation, Japanese,0.9583333333333339
low,0.07608695451323251,0.026112780601424256,AU,Action, English,0.9583333333333339
low,0.0869565197542533,0.0247272678433095,AU,Action, English,0.9000000000000004
low,0.18913043301984878,0.14241843615504454,US,Drama, English,0.9166666666666661
high,0.05434782403119092,0.017236607426276175,AU,Drama, English,0.9749999999999996
high,0.08004347626096407,0.005609319081384279,JP,Action, Japanese,0.7333333333333325
low,0.27652173755765597,0.2649162793085819,AU,Animation, Japanese,0.9833333333333325
high,0.07608695451323251,0.027776124301766583,AU,Fantasy, English,0.9416666666666682
high,0.017197875689560597,0.006956795183620831,AU,Animation, Japanese,0.9749999999999996
high,0.013478258724952737,0.00123131394469411,US,Horror, English,0.9500000000000011
high,0.21739130264650283,0.07164242100173447,AU,Action, English,0.9249999999999989
low,0.008695650018903588,0.0190427000884801,AU,Animation, English,0.5666666666666682
high,0.006521736970699428,0.001405440548214679,other,Drama, English,0.7833333333333332
low,0.17934782430293006,0.12665803323141628,US,Animation, English,0.9833333333333325
low,0.008130432626370506,0.00019455718014790588,other,Drama, Turkish,0.9916666666666689
high,0.0143478239442344,0.0017497398693667432,AU,Drama, French,0.9833333333333325
high,0.13043478071833647,0.006803868043879731,AU,Fantasy, English,0.9916666666666689
low,0.16391304166068052,0.21209401550140666,US,Animation, English,0.8083333333333353
high,0.02608921527410699,0.013044748569396697,KR,Romance, Korean,0.9583333333333339
high,0.15473912859725897,0.13436356791912293,AU,Animation, English,0.8833333333333346
high,0.32608695505671076,0.16789507619258848,AU,Thriller, English,0.8833333333333346
high,0.35869565077977317,0.1740982240599589,AU,Animation, English,0.9500000000000011
high,0.4868260858409263,0.05994788711359998,US,Comedy, English,1.0000000000000018
high,0.06521738927221171,0.0012730377017733726,AU,Action, English,0.9000000000000004
high,0.214347824379017,0.23542499193795488,AU,Action, English,0.9916666666666689
low,0.22260869396219282,0.13162939651854041,other,Mystery, Turkish,1.0000000000000018
high,0.4347826074669187,0.0842618556069563,AU,Science Fiction, English,0.9666666666666668
high,0.0026086934839319423,0.008637628672452585,AU,Western, Italian,0.5499999999999989
high,0.021739128308128536,0.04053578777964321,AU,Action, English,0.9416666666666682
low,0.25869565056238186,0.22111575864706995,MX,Comedy, Spanish,0.9916666666666689
low,0.26173912882986766,0.1494122208988463,US,Action, English,0.9916666666666689
low,0.4173913030812854,0.12771515558657606,JP,Animation, Japanese,0.9833333333333325
low,0.14130434595935726,0.09437406331083713,FR,Comedy, French,0.9916666666666689
high,0.056521737079395076,0.027798721990936585,AU,Action, English,0.9166666666666661
high,0.10869565023629489,0.05126316930196046,AU,Action, English,0.9000000000000004
high,0.18978260693431,0.1276628442397307,other,Horror, Chinese,0.9833333333333325
high,0.05434782403119092,0.016019052388819066,AU,Drama, English,0.7249999999999996
high,0.1771739112547259,0.19276522673213523,US,Documentary, English,0.9916666666666689
low,0.5521739120699433,0.5665003415770913,MX,Music, Spanish,1.0000000000000018
high,0.3308695637627599,0.2962591211624092,KR,Drama, Korean,0.9583333333333339
high,0.014323725683312447,0.000649860137477447,US,Horror, English,0.9833333333333325
high,0.2630434766587902,0.15334564891716648,US,Fantasy, English,0.9916666666666689
low,0.25891304186720226,0.2610758538006311,US,Action, English,0.9916666666666689
high,0.24478260705387522,0.13847807406065116,AU,Animation, Japanese,0.9833333333333325
high,0.24695652010207939,0.17907131488054745,JP,Drama, Japanese,0.5833333333333339
low,0.09782608499527409,0.0831755774477444,AU,Action, English,0.8750000000000018
high,0.006869563493194704,4.1408745928411616e-05,AU,Thriller, English,1.0000000000000018
high,0.4021739117438563,0.08563366623508817,AU,Science Fiction, English,0.9666666666666668
low,0.013043476115311904,0.009291488528060379,other,Action, Thai,0.8499999999999996
high,0.008695650018903588,0.0065583943219604665,US,Horror, English,0.9916666666666689
high,0.10869565023629489,0.07351960631078852,AU,Fantasy, English,0.9166666666666661
low,0.32608695505671076,0.2335106983837369,AU,Action, English,0.9333333333333353
high,0.06521738927221171,0.027412867534309347,AU,Action, English,0.9583333333333339
high,0.21117391132863894,0.062131919141175655,US,Thriller, English,0.9916666666666689
high,0.29013043323941395,0.20114160362578123,ES,Comedy, Spanish,0.9916666666666689
high,0.28260869409262757,0.13202349776871858,AU,Fantasy, English,0.9333333333333353
high,0.026086954404536854,0.0,AU,Fantasy, English,0.9333333333333353
high,0.0010869543501890312,0.015320681218173883,AU,Fantasy, English,0.9333333333333353
high,0.1608695633931947,0.10637635187471478,US,Family, English,0.9333333333333353
high,0.16304347644139885,0.17394884796122798,AU,Animation, English,0.9583333333333339
low,0.060869563175803394,0.113923995106887,AU,Adventure, English,0.6749999999999989
high,0.36956521602079395,0.13683412745409856,AU,Adventure, English,0.8916666666666675
high,0.008260867409262755,0.006877953809710416,US,Comedy, English,0.7750000000000004
high,0.13043478071833647,0.06410932437569221,AU,Action, English,0.7750000000000004
high,0.03695651964555765,0.06269162883341131,AU,Action, English,0.6916666666666682
low,0.22130434613327032,0.19413760007073982,KR,Drama, Korean,0.9749999999999996
high,0.250434780979206,0.0832624060131824,US,Comedy, English,0.9916666666666689
low,0.021739128308128536,0.027794685333387893,AU,Horror, English,0.9583333333333339
high,0.36956521602079395,0.12079405516811696,AU,Animation, English,0.32500000000000107
high,0.20130434608979206,0.12087124877034405,other,Horror,other,0.9916666666666689
high,0.22399999831304346,0.14108934822163274,MX,Comedy, Portuguese,1.0000000000000018
high,0.09130434585066162,0.07484965453226453,AU,Drama, English,0.9749999999999996
high,0.03260869354914933,0.01710271229574023,AU,Drama, English,0.9749999999999996
high,0.19565217216446124,0.3289088569262333,AU,Adventure, English,0.9500000000000011
high,0.3239130420085066,0.11963165800172004,US,Science Fiction, English,0.9833333333333325
high,0.18730217214630906,0.11875349139496558,US,Horror, English,0.9833333333333325
low,0.010869563067107745,0.012316863145528847,US,Drama, English,0.4166666666666661
high,0.04347825879017012,0.0844814891796512,AU,Thriller, English,0.9666666666666668
high,0.18913043301984878,0.157073865127369,JP,Animation, Japanese,0.7833333333333332
low,0.2539130418563327,0.15338067104288275,KR,Comedy, Korean,0.9166666666666661
high,0.10869565023629489,0.004881235279158672,US,Adventure, English,0.7999999999999989
high,0.10869565023629489,0.0333999185046657,AU,Animation, English,0.9249999999999989
low,0.06545182405533005,0.0013772619285903542,AU,Crime, English,0.9916666666666689
low,0.0869565197542533,0.04311976234234433,AU,Comedy, English,0.9249999999999989
high,0.13260869376654064,0.12558060821946673,AU,Mystery, English,0.9249999999999989
high,0.022826084832230618,0.02455830831194518,AU,Science Fiction, English,0.5416666666666661
low,0.004999997836956517,0.005003554006424584,US,Fantasy, English,0.9333333333333353
high,0.00804347610444234,0.015391424308676375,AU,Fantasy, Japanese,0.7333333333333325
high,0.08217391104820415,0.2184621978817237,US,Action, English,0.9833333333333325
high,0.32608695505671076,0.15609343522966082,AU,Family, Japanese,0.9333333333333353
low,0.2843478245311909,0.08536344385535018,US,Horror, English,0.9916666666666689
low,0.2888260854104915,0.11293381710189766,US,Family, English,0.9833333333333325
low,0.03913043269376181,0.12026521335356717,AU,Romance, English,0.7583333333333346
high,0.4413043466115312,0.22833456334641763,AU,Animation, English,0.9666666666666668
high,0.07608695451323251,0.0015379737087151321,US,Crime, English,0.7500000000000018
high,0.15217391120037807,0.0591300652194914,AU,Action, English,0.9166666666666661
low,0.04347825879017012,0.06188293090722658,AU,Mystery, English,1.0000000000000018
high,0.27652173755765597,0.19296004330908748,other,Drama, Chinese,0.9916666666666689
high,0.021739128308128536,0.07727383909014114,AU,Drama, English,0.7916666666666661
